data,abertura,maxima,minima,fechamento,volume,ajustado,ano,mes,dia_semana,trimestre,tendencia,sazonalidade,residuos_stl,dif_1,retorno_simples,log_retorno,log_retorno_tratado,volume_norm,log_retorno_z,fechamento_z,tendencia_z
2020-09-30,39.15999984741211,40.369998931884766,38.68000030517578,40.220001220703125,340294,40.220001220703125,2020,9,quarta,3,42.83001238555144,0.14122578193136007,-2.7512369467796773,0.93000030517578125,0.02367015229078917,0.0233943578229965,0.0233943578229965,0.1641225667655008,0.9463112556167977,-1.291663614624184,-1.2996939273143688
2020-10-01,39.900001525878906,40.470001220703125,37.61000061035156,38.720001220703125,443442,38.720001220703125,2020,10,quinta,4,42.971638269809475,0.01082923992173066,-4.262466289028083,-1.5,-0.03729487703814094,-0.03800812076035567,-0.03800812076035567,0.22424372067106185,-1.5661165094387723,-1.3792997297649263,-1.290251387909479
2020-10-02,38.599998474121094,38.650001525878906,36.630001068115234,37.04999923706055,391428,37.04999923706055,2020,10,sexta,4,43.113264154067515,0.5231616768494185,-6.5864265938563875,-1.670001983642578,-0.0431302151599533,-0.04408796278486181,-0.04408796278486181,0.19392668399324112,-1.814887638258683,-1.4768680538474392,-1.2808088485045885
2020-10-05,37,39.720001220703125,37,39.220001220703125,378579,39.220001220703125,2020,10,segunda,4,43.25489003832555,0.9254941970068692,-4.9603830146292935,2.170001983642578,0.05856955542044817,0.05691852074276807,0.05691852074276807,0.18643747715905573,2.318031740898913,-1.3500876913846789,-1.2713663090996987
2020-10-06,39.349998474121094,40.86000061035156,39.099998474121094,40.66999816894531,400531,40.66999816894531,2020,10,terça,4,43.39651592258358,0.9523699938644228,-3.678887747502692,1.4499969482421875,0.03697085423538371,0.03630382300418181,0.03630382300418181,0.19923248598651605,1.4745325831842138,-1.265372958378094,-1.261923769694809
2020-10-07,39.83000183105469,40.349998474121094,39.279998779296875,39.95000076293945,433065,39.95000076293945,2020,10,quarta,4,43.538141806841615,1.4932515448894423,-5.081392588791601,-0.7199974060058594,-0.01770340394447411,-0.0178619835872461,-0.0178619835872461,0.21819535120119324,-0.741789616451396,-1.3074381420939374,-1.252481230289919
2020-10-08,39.9900016784668,41.33000183105469,39.7599983215332,41.189998626708984,409787,41.189998626708984,2020,10,quinta,4,43.679767691099656,1.2714034511390675,-3.761172515529736,1.2399978637695312,0.03103874443276222,0.03056678379794882,0.03056678379794882,0.2046274660205436,1.239788043167223,-1.2349924117182165,-1.2430386908850286
2020-10-09,41.310001373291016,41.470001220703125,40.380001068115234,40.599998474121094,331703,40.599998474121094,2020,10,sexta,4,43.82139357535769,1.360337312872413,-4.5817324141090054,-0.5900001525878906,-0.01432386919783279,-0.01442744608312835,-0.01442744608312835,0.15911519063409085,-0.6012573841286172,-1.2694626259217152,-1.2335961514801388
2020-10-12,40.400001525878906,40.45000076293945,39.040000915527344,39.43000030517578,322035,39.43000030517578,2020,10,segunda,4,43.96301945961572,1.2247245687153074,-5.757743723155251,-1.1699981689453125,-0.02881768997334033,-0.02924107339524113,-0.02924107339524113,0.15348007103934383,-1.2073920128735307,-1.3378186887538148,-1.224153612075249
2020-10-13,39.529998779296875,40.529998779296875,39.349998474121094,40.20000076293945,375470,40.20000076293945,2020,10,terça,4,44.10464534387376,1.0782038711224802,-4.982848452056793,0.7700004577636719,0.01952828941932827,0.0193400589743478,0.0193400589743478,0.18462535605644212,0.7804200207646016,-1.2928321229038138,-1.2147110726703585
2020-10-14,40.189998626708984,41.15999984741211,39.81999969482422,41.040000915527344,328295,41.040000915527344,2020,10,quarta,4,44.24627122813179,0.9498633271162986,-4.15613363972075,0.8400001525878906,0.02089552578721076,0.02068020856711651,0.02068020856711651,0.1571287934910522,0.8352554137956724,-1.2437558895101912,-1.2052685332654691
2020-10-15,41.130001068115234,41.290000915527344,39.220001220703125,40.959999084472656,248251,40.959999084472656,2020,10,quinta,4,44.38789711238983,0.912035543215099,-4.339933571132271,-0.0800018310546875,-0.00194936231164699,-0.00195126479117467,-0.00195126479117467,0.11047410660214761,-0.0907648925719344,-1.2484299226287106,-1.1958259938605789
