data,abertura,maxima,minima,fechamento,volume,ajustado,ano,mes,dia_semana,trimestre,tendencia,sazonalidade,residuos_stl,dif_1,retorno_simples,log_retorno,log_retorno_tratado
2020-03-20,24.729999542236328,27.88999938964844,19.459999084472656,22.43000030517578,1133808,22.43000030517578,2020,3,sexta,1,42.7678002048096,-1.1517643610028492,-19.18603553863097,-2.789999008178711,-0.11062645060031195,-0.11723794117272994,-0.08500468106872804
2020-03-23,22.520000457763672,24.06999969482422,20.799999237060547,23.36000061035156,852951,23.36000061035156,2020,3,segunda,1,42.68797272007339,-1.0880365853668357,-18.23993552435499,0.9300003051757776,0.0414623402818759,0.04062582195027556,0.04062582195027556
2020-03-24,23.8700008392334,25.15999984741211,23.09000015258789,24.010000228881836,659697,24.010000228881836,2020,3,terça,1,42.608145235337176,-0.6670351877381948,-17.931109818717147,0.649999618530277,0.02782532540869198,0.02744523567784364,0.02744523567784364
2020-03-25,24.3700008392334,25.239999771118164,22.90999984741211,24.489999771118164,618725,24.489999771118164,2020,3,quarta,1,42.528317750600955,-0.43463024730555777,-17.60368773217723,0.4799995422363281,0.01999165088132448,0.01979444185221286,0.01979444185221286
2020-03-26,24.25,24.649999618530273,22.3799991607666,22.600000381469727,633877,22.600000381469727,2020,3,quinta,1,42.44849026586474,0.3895954966826529,-20.238085381077667,-1.8899993896484375,-0.0771743326791442,-0.08031493846071446,-0.08031493846071446
2020-03-27,23.290000915527344,23.440000534057617,20.8799991607666,21.510000228881836,603124,21.510000228881836,2020,3,sexta,1,42.36866278112853,-0.5816357323183055,-20.277026819928388,-1.0900001525878906,-0.04823009443316684,-0.04943196923707529,-0.04943196923707529
2020-03-30,20.93000030517578,20.93000030517578,19.270000457763672,20.09000015258789,758711,20.09000015258789,2020,3,segunda,1,42.288835296392314,-0.47650244410734977,-21.722332699697073,-1.420000076293945,-0.06601580944603092,-0.06829576749829713,-0.06829576749829713
2020-03-31,20.229999542236328,21.88999938964844,20.010000228881836,20.479999542236328,660082,20.479999542236328,2020,3,terça,1,42.2090078116561,-0.05372879635010472,-21.67527947306967,0.3899993896484375,0.01941261257771565,0.01922659139750589,0.01922659139750589
2020-04-01,20.100000381469727,21.549999237060547,19.899999618530273,20.309999465942383,703286,20.309999465942383,2020,4,quarta,2,42.12918032691989,-0.8073191802978468,-21.011861680679655,-0.1700000762939453,-0.00830078516082732,-0.0083354285225757,-0.0083354285225757
2020-04-02,21.219999313354492,27.38999938964844,20.760000228881836,25.31999969482422,1095972,25.31999969482422,2020,4,quinta,2,42.04935284218367,-0.720908718076379,-16.008444429283074,5.010000228881836,0.24667653178834636,0.22048123592623,0.08574012137614621
2020-04-03,24.809999465942383,29.1299991607666,23.520000457763672,28.34000015258789,1007577,28.34000015258789,2020,4,sexta,2,41.96952535744746,-0.3535893244695241,-13.275935880390044,3.020000457763672,0.119273321254463,0.11267965442350314,0.08574012137614621
2020-04-06,26.09000015258789,28.239999771118164,25.280000686645508,26.079999923706055,752710,26.079999923706055,2020,4,segunda,2,41.889697872711245,-0.2256866533555532,-15.584011295649638,-2.260000228881836,-0.07974594977817817,-0.08310550551365159,-0.08310550551365159
2020-04-07,26.34000015258789,27.239999771118164,23.540000915527344,23.6299991607666,797707,23.6299991607666,2020,4,terça,2,41.80987038797503,-1.378692913626969,-16.80117831358146,-2.450000762939453,-0.0939417473200399,-0.09865167844984536,-0.08500468106872804
2020-04-08,24.299999237060547,26.450000762939453,23.739999771118164,25.09000015258789,823554,25.09000015258789,2020,4,quarta,2,41.73004290323882,-0.6789730178370369,-15.96106973281389,1.460000991821289,0.0617859095926403,0.05995231077672722,0.05995231077672722
2020-04-09,26.280000686645508,28.36000061035156,22.56999969482422,22.760000228881836,1122149,22.760000228881836,2020,4,quinta,2,41.65021541850261,0.19802244890903767,-19.088237638529804,-2.3299999237060547,-0.09286567993367378,-0.09746474714550284,-0.08500468106872804
2020-04-13,24.600000381469727,24.739999771118164,22.030000686645508,22.40999984741211,775120,22.40999984741211,2020,4,segunda,2,41.57038793376639,-0.5575030690165664,-18.602885017337716,-0.35000038146972656,-0.01537787249340993,-0.01549733831053387,-0.01549733831053387
2020-04-14,22.36000061035156,23.079999923706055,19.950000762939453,20.11000061035156,785478,20.11000061035156,2020,4,terça,2,41.49056044903018,0.5469708096420782,-21.927530648320698,-2.2999992370605504,-0.1026327198893825,-0.10829004686870636,-0.08500468106872804
2020-04-15,20.719999313354492,20.88999938964844,19.200000762939453,19.8700008392334,544797,19.8700008392334,2020,4,quarta,2,41.41073296429396,0.7833803623380491,-22.324112487398615,-0.2399997711181605,-0.01193434927071168,-0.01200613533527975,-0.01200613533527975
2020-04-16,20.149999618530273,20.530000686645508,19.420000076293945,19.8700008392334,350942,19.8700008392334,2020,4,quinta,2,41.33090547955775,1.0079714627191203,-22.46887610304347,0,0,0,0
2020-04-17,20,20.219999313354492,17.309999465942383,18.270000457763672,240628,18.270000457763672,2020,4,sexta,2,41.251077994821536,1.0352887885196682,-24.016366325577533,-1.6000003814697266,-0.08052341791101081,-0.08395070335453195,-0.08395070335453195
2020-04-22,13.119999885559082,16.18000030517578,10.260000228881836,13.779999732971191,1235218,13.779999732971191,2020,4,quarta,2,41.05732828390773,0.08683468309060062,-27.36416323402714,3.769999504089355,0.37662331847024166,0.3196336300150674,0.08574012137614621
2020-04-23,14.199999809265137,18.260000228881836,13.350000381469728,16.5,833584,16.5,2020,4,quinta,2,41.00036717081893,0.17122061796352026,-24.671587788782453,2.7200002670288086,0.1973875413452082,0.18014213469902035,0.08574012137614621
2020-04-24,16.780000686645508,17.969999313354492,15.640000343322754,16.940000534057617,600220,16.940000534057617,2020,4,sexta,2,40.94340605773013,-0.6507569344072162,-23.352648589265296,0.4400005340576172,0.02666669903379492,0.02631733984379654,0.02631733984379654
2020-04-27,16.84000015258789,16.979999542236328,11.880000114440918,12.779999732971191,623201,12.779999732971191,2020,4,segunda,2,40.88644494464133,-0.9015218373204282,-27.20492337434971,-4.160000801086426,-0.24557264875658105,-0.281796292695216,-0.08500468106872804
2020-04-28,12.960000038146973,13.6899995803833,10.06999969482422,12.34000015258789,897087,12.34000015258789,2020,4,terça,2,40.82948383155254,-0.38865023788101966,-28.100833441083623,-0.4399995803833008,-0.03442876287768171,-0.03503539721256668,-0.03503539721256668
2020-04-29,13.350000381469728,16.780000686645508,12.670000076293944,15.0600004196167,554134,15.0600004196167,2020,4,quarta,2,40.77252271846374,-0.373798254513683,-25.338724044333357,2.7200002670288086,0.22042141275487603,0.19919621939219292,0.08574012137614621
2020-04-30,15.640000343322754,19.440000534057617,15.449999809265137,18.84000015258789,545344,18.84000015258789,2020,4,quinta,2,40.715561605374944,-0.5380378113962663,-21.33752364139079,3.7799997329711914,0.25099599121175853,0.22394002701262025,0.08574012137614621
2020-05-01,19.040000915527344,20.479999542236328,18.06999969482422,19.780000686645508,403201,19.780000686645508,2020,5,sexta,2,40.65860049228615,-0.7095508688947411,-20.1690489367459,0.9400005340576172,0.0498938708303831,0.04868908366133442,0.04868908366133442
2020-05-04,19.11000061035156,21.420000076293945,18.049999237060547,20.38999938964844,311488,20.38999938964844,2020,5,segunda,2,40.601639379197344,-0.6937900339038743,-19.51784995564503,0.6099987030029332,0.03083916490532656,0.03037319374379956,0.03037319374379956
2020-05-05,21.239999771118164,25.489999771118164,21.1299991607666,24.559999465942383,387240,24.559999465942383,2020,5,terça,2,40.54467826610855,0.7563924438306661,-16.74107124399683,4.170000076293942,0.2045120255575368,0.18607452688142864,0.08574012137614621
2020-05-06,25.520000457763672,26.079999923706055,22.579999923706055,23.989999771118164,381165,23.989999771118164,2020,5,quarta,2,40.48771715301975,0.6683965643541805,-17.166113946255766,-0.56999969482421875,-0.02320845713431885,-0.02348201422303975,-0.02348201422303975
2020-05-07,24.09000015258789,26.739999771118164,22.940000534057617,23.549999237060547,310261,23.549999237060547,2020,5,quinta,2,40.430756039930955,1.0413078406948972,-17.922064643565307,-0.4400005340576172,-0.01834099784308207,-0.01851127924503823,-0.01851127924503823
2020-05-08,23.350000381469727,24.989999771118164,23.260000228881836,24.739999771118164,205181,24.739999771118164,2020,5,sexta,2,40.37379492684216,0.4805816714123927,-16.114376827136386,1.1900005340576172,0.05053080987726388,0.04929556964700635,0.04929556964700635
2020-05-11,24.489999771118164,25.579999923706055,23.670000076293945,24.13999938964844,179591,24.13999938964844,2020,5,segunda,2,40.31683381375336,0.2681058819893823,-16.444940306094303,-0.600000381469723,-0.02425223876397009,-0.02455116732729373,-0.02455116732729373
2020-05-12,24.489999771118164,26.229999542236328,24.219999313354492,25.780000686645508,212335,25.780000686645508,2020,5,terça,2,40.25987270066456,0.6638097051595886,-15.14368171917864,1.6400012969970668,0.06793708941435694,0.065728833760296,0.065728833760296
2020-05-13,25.299999237060547,26.450000762939453,24.790000915527344,25.290000915527344,150864,25.290000915527344,2020,5,quarta,2,40.20291158757576,0.6686045067788333,-15.581515178827251,-0.48999977111816406,-0.0190069727721921,-0.0191899272628217,-0.0191899272628217
2020-05-14,25.559999465942383,27.959999084472656,25.18000030517578,27.559999465942383,160507,27.559999465942383,2020,5,quinta,2,40.145950474486966,1.6088553242450268,-14.19480633278961,2.269998550415039,0.08975873737597717,0.08595632988442657,0.08574012137614621
2020-05-15,27.63999938964844,29.920000076293945,27.239999771118164,29.43000030517578,108016,29.43000030517578,2020,5,sexta,2,40.08898936139817,2.9217842224007593,-13.580773278623148,1.8700008392333984,0.06785199112736828,0.06564914584746884,0.06564914584746884
2020-05-18,29.530000686645508,33.31999969482422,29.530000686645508,31.81999969482422,89376,31.81999969482422,2020,5,segunda,2,40.03202824830937,2.7128970402897052,-10.92492559377486,2.3899993896484375,0.0812096284357875,0.07808044070402118,0.07808044070402118
2020-05-19,32.83000183105469,33.439998626708984,31.34000015258789,32.5,430823,32.5,2020,5,terça,2,39.97506713522058,2.180341705486277,-9.655408840706857,0.68000030517578125,0.02137021721236509,0.02114507601674194,0.02114507601674194
2020-05-20,31.88999938964844,33.779998779296875,31.559999465942383,33.4900016784668,406431,33.4900016784668,2020,5,quarta,2,39.91810602213178,2.4205132966194616,-8.848617640284445,0.9900016784667968,0.03046159010667071,0.0300068475888674,0.0300068475888674
